Date,Open,High,Low,Close,Adj Close,Volume
2025-03-20,385.735,391.785,383.28,386.84,384.7772,18470539
2025-03-21,383.215,391.74,382.8,391.26,389.1737,39675930
2025-03-24,395.4,395.4,389.81,393.08,390.984,21004551
2025-03-25,393.915,396.36,392.64,395.16,393.0529,15774970
2025-03-26,395.0,395.31,388.57,389.97,387.8906,16132910
2025-03-27,390.13,392.24,387.395,390.58,388.4973,13766760
2025-03-28,388.08,389.13,376.93,378.8,376.7801,21632020
2025-03-31,372.535,377.07,367.24,375.39,373.3883,35184680
2025-04-01,374.65,382.85,373.23,382.19,380.152,19689500
2025-04-02,377.965,385.08,376.62,382.14,380.1023,16092560
2025-04-03,374.785,377.48,369.35,373.11,371.1205,30198000
2025-04-04,364.125,374.59,359.48,359.84,357.9212,49209848
2025-04-07,350.88,370.9999,344.79,357.86,355.9518,50425000
2025-04-08,368.255,373.65,350.25,354.56,352.6694,35868922
2025-04-09,353.535,393.225,353.1,390.49,388.4078,50199699
2025-04-10,382.06,383.9,367.8,381.35,379.3165,38024367
2025-04-11,380.635,390.05,378.89,388.45,386.3787,23839221
2025-04-14,393.22,394.65,384.21,387.81,385.7421,19251170
2025-04-15,388.505,391.89,384.1599,385.73,383.6732,17199891
2025-04-16,380.67,381.61,368.0,371.61,369.6285,21967830
2025-04-17,373.745,374.3215,366.89,367.78,365.8189,21120189
2025-04-21,362.815,364.48,355.67,359.12,357.2051,20807279
2025-04-22,363.375,367.77,359.8602,366.82,364.864,19484990
2025-04-23,376.06,380.39,373.02,374.39,372.3936,20545529
2025-04-24,375.695,388.45,375.19,387.3,385.2348,22232289
2025-04-25,387.0,392.16,384.6,391.85,389.7605,18973170
2025-04-28,391.955,392.74,386.638,391.16,389.0742,16579430
2025-04-29,391.3,395.1,390.38,394.04,391.9388,14973980
2025-04-30,390.3,396.66,384.44,395.26,393.1523,36461078
2025-05-01,431.11,436.99,424.9,425.4,423.1316,58938102
2025-05-02,431.74,439.44,429.985,435.28,432.9589,30757430
2025-05-05,432.87,439.5,432.11,436.17,433.8442,20136051
2025-05-06,432.2,437.73,431.17,433.31,430.9994,15104200
2025-05-07,433.84,438.12,431.1103,433.35,431.0392,23307240
2025-05-08,437.93,443.67,435.66,438.17,435.8335,23491330
2025-05-09,440.0,440.74,435.88,438.73,436.3905,15324230
2025-05-12,445.94,449.37,439.78,449.26,446.8644,22821939
2025-05-13,447.78,450.6733,445.36,449.14,446.745,23618820
2025-05-14,448.14,453.9,448.14,452.94,450.5248,19902801
2025-05-15,450.765,456.19,450.4301,453.13,451.5412,21992320
2025-05-16,452.05,454.36,448.73,454.27,452.6772,23849779
2025-05-19,450.875,459.585,450.8,458.87,457.2611,21336510
2025-05-20,455.59,458.34,454.3201,458.17,456.5635,15441810
2025-05-21,454.57,457.78,451.814,452.57,450.9832,19216910
2025-05-22,454.95,460.25,453.9,454.86,453.2651,18025609
2025-05-23,449.98,453.69,448.91,450.18,448.6015,16883510
2025-05-27,456.48,460.95,456.115,460.69,459.0747,20974289
2025-05-28,461.22,462.52,456.93,457.36,455.7564,17086260
2025-05-29,461.55,461.72,455.3105,458.68,457.0717,13982210
2025-05-30,459.715,461.68,455.54,460.36,458.7458,34770480
2025-06-02,457.14,462.11,456.89,461.97,460.3502,16626500
2025-06-03,461.47,464.14,460.8622,462.97,461.3467,15743760
2025-06-04,464.0,465.69,463.0201,463.87,462.2435,14162690
2025-06-05,464.955,469.65,464.03,467.68,466.0402,20154461
2025-06-06,470.085,473.335,468.78,470.38,468.7307,15285620
2025-06-09,469.7,473.43,468.62,472.75,471.0924,16469930
2025-06-10,471.185,472.8,466.96,470.92,469.2688,15375940
2025-06-11,470.02,475.47,469.655,472.62,470.9629,16399180
2025-06-12,475.02,480.415,473.52,478.87,477.1909,18950580
2025-06-13,476.41,479.18,472.76,474.96,473.2947,16814461
2025-06-16,475.21,480.6943,475.0,479.14,477.46,15626100
2025-06-17,475.395,478.7399,474.08,478.04,476.3639,15414130
2025-06-18,478.0,481.0,474.46,480.24,478.5561,17526449
2025-06-20,482.23,483.46,476.87,477.4,475.7261,37576207
2025-06-23,478.21,487.75,472.51,486.0,484.2959,24863949
2025-06-24,488.95,491.849,486.795,490.11,488.3915,22305641
2025-06-25,492.04,494.5556,489.39,492.27,490.544,17495100
2025-06-26,492.98,498.04,492.81,497.45,495.7058,21578850
2025-06-27,497.55,499.3,493.03,495.94,494.2011,34539238
2025-06-30,497.04,500.76,495.33,497.41,495.6659,28368990
2025-07-01,496.47,498.05,490.98,492.05,490.3247,19945381
2025-07-02,489.99,493.5,488.7,491.09,489.3681,16319640
2025-07-03,493.81,500.13,493.44,498.84,497.0909,13984830
2025-07-07,497.38,498.75,495.225,497.72,495.9749,13981610
2025-07-08,497.24,498.2,494.11,496.62,494.8787,11846590
2025-07-09,500.3,506.78,499.74,503.51,501.7446,18659539
2025-07-10,503.05,504.44,497.75,501.48,499.7217,16498740
2025-07-11,498.47,505.03,497.795,503.32,501.5552,16459510
2025-07-14,501.515,503.97,501.03,503.02,501.2563,12058850
2025-07-15,503.02,508.3,502.79,505.82,504.0465,14927200
2025-07-16,505.18,506.72,501.89,505.62,503.8472,15154370
2025-07-17,505.68,513.37,505.62,511.7,509.9058,17503131
2025-07-18,514.48,514.64,507.43,510.05,508.2616,21209670
2025-07-21,506.705,512.09,505.55,510.06,508.2716,14066810
2025-07-22,510.97,511.2,505.27,505.27,503.4984,13868640
2025-07-23,506.75,506.79,500.7,505.87,504.0963,16396590
2025-07-24,508.77,513.67,507.3,510.88,509.0887,16107000
2025-07-25,512.465,518.29,510.3592,513.71,511.9088,19125699
2025-07-28,514.08,515.0,510.12,512.5,510.703,14308030
2025-07-29,515.53,517.62,511.56,512.57,510.7728,16469240
2025-07-30,515.17,515.95,509.435,513.24,511.4404,26380430
2025-07-31,555.225,555.45,531.9,533.5,531.6294,51617328
2025-08-01,535.0,535.8,520.86,524.11,522.2723,28977631
2025-08-04,528.27,538.25,528.13,535.64,533.7619,25349000
2025-08-05,537.18,537.3,527.24,527.75,525.8996,19171570
2025-08-06,530.9,531.7,524.03,524.94,523.0994,21355699
2025-08-07,526.8,528.09,517.5511,520.84,519.0138,16079140
2025-08-08,522.6,524.66,519.41,522.04,520.2096,15531010
2025-08-11,522.3,527.59,519.72,521.77,519.9405,20194369
2025-08-12,523.75,530.98,522.7,529.24,527.3843,18688920
2025-08-13,532.11,532.7,519.37,520.58,518.7547,19619160
2025-08-14,522.56,525.9499,520.14,522.48,520.648,20269070
2025-08-15,522.77,526.1,519.08,520.17,518.3461,25213270
2025-08-18,521.585,522.82,514.02,517.1,515.2869,23760580
2025-08-19,515.0,515.1641,508.55,509.77,507.9826,21481020
2025-08-20,509.865,511.0,504.44,505.72,503.9468,27723029
2025-08-21,503.69,507.63,502.7201,504.24,503.298,18443250
2025-08-22,504.25,510.73,502.41,507.23,506.2824,24324160
2025-08-25,506.63,508.19,504.12,504.26,503.318,21638580
2025-08-26,504.355,504.9778,498.51,502.04,501.1021,30835711
2025-08-27,502.0,507.29,499.9,506.74,505.7933,17277891
2025-08-28,507.09,511.09,505.5,509.64,508.6879,18015590
2025-08-29,508.66,509.6,504.4915,506.69,505.7434,20961570
2025-09-02,500.465,506.0,496.81,505.12,504.1764,18128000
2025-09-03,503.79,507.79,502.32,505.35,504.4059,16345080
2025-09-04,504.3,508.15,503.15,507.97,507.021,15509490
2025-09-05,509.07,511.97,492.37,495.0,494.0753,31994850
2025-09-08,498.105,501.195,495.03,498.2,497.2693,16771020
2025-09-09,501.43,502.25,497.7,498.41,497.4789,14410540
2025-09-10,502.98,503.2299,496.72,500.37,499.4352,21611820
2025-09-11,502.25,503.17,497.88,501.01,500.0741,18881609
2025-09-12,506.65,512.55,503.85,509.9,508.9474,23624881
2025-09-15,508.79,515.47,507.0,515.36,514.3972,17143789
2025-09-16,516.88,517.23,508.6,509.04,508.0891,19711920
2025-09-17,510.62,511.29,505.93,510.02,509.0672,15816590
2025-09-18,511.49,513.07,507.66,508.45,507.5002,18913699
2025-09-19,510.56,519.3,510.31,517.93,516.9624,52474090
2025-09-22,515.59,517.74,512.545,514.45,513.4889,20009311
2025-09-23,513.8,514.5899,507.31,509.23,508.2787,19799580
2025-09-24,510.38,512.48,506.92,510.15,509.197,13533710
2025-09-25,508.3,510.01,505.04,507.03,506.0828,15786470
2025-09-26,510.06,513.94,506.62,511.46,510.5045,16213130
2025-09-29,511.5,516.845,508.88,514.6,513.6387,17617779
2025-09-30,513.24,518.16,509.66,517.95,516.9824,19728230
2025-10-01,514.8,520.505,511.69,519.71,518.7391,22632340
2025-10-02,517.64,521.6,510.6791,515.74,514.7765,21222891
2025-10-03,517.1,520.49,515.0,517.35,516.3835,15112320
2025-10-06,518.61,531.03,518.2,528.57,527.5826,21388580
2025-10-07,528.285,529.8,521.44,523.98,523.0011,14615210
2025-10-08,523.28,526.95,523.09,524.85,523.8695,13363450
2025-10-09,522.335,524.325,517.4,522.4,521.4241,18343600
2025-10-10,519.64,523.58,509.63,510.96,510.0055,24133840
2025-10-13,516.41,516.41,511.68,514.05,513.0897,14284240
2025-10-14,510.225,515.282,506.0,513.57,512.6106,14684300
2025-10-15,514.955,517.19,510.0,513.43,512.4708,14694650
2025-10-16,512.58,516.85,508.13,511.61,510.6542,15559570
2025-10-17,509.04,515.48,507.31,513.58,512.6206,19867770
2025-10-20,514.61,518.7,513.43,516.79,515.8246,14665620
2025-10-21,517.5,518.69,513.04,517.66,516.6929,15586200
2025-10-22,521.15,525.23,517.71,520.54,519.5676,18962689
2025-10-23,522.46,523.95,518.61,520.56,519.5875,14023530
2025-10-24,522.79,525.345,520.71,523.61,522.6318,15532360
2025-10-27,531.78,534.58,529.01,531.52,530.5271,18734721
2025-10-28,550.0,553.72,540.77,542.07,541.0573,29986680
2025-10-29,544.94,546.27,536.7287,541.55,540.5383,36023000
2025-10-30,530.48,534.97,522.12,525.76,524.7778,41023090
2025-10-31,528.875,529.32,515.1,517.81,516.8427,34006422
2025-11-03,519.805,524.96,514.59,517.03,516.0641,22374740
2025-11-04,511.76,515.55,507.84,514.33,513.3692,20958660
2025-11-05,513.3,514.83,506.575,507.16,506.2126,23024340
2025-11-06,505.66,505.7,495.81,497.1,496.1714,27406500
2025-11-07,496.945,499.377,493.25,496.82,495.8919,24019760
2025-11-10,500.035,506.85,498.8,506.0,505.0547,26101480
2025-11-11,504.8,509.6,502.3488,508.68,507.7297,17980020
2025-11-12,509.355,511.67,499.1201,511.14,510.1851,26574850
2025-11-13,510.31,513.5,501.29,503.29,502.3498,25273109
2025-11-14,498.23,511.6,497.44,510.18,509.2269,28505750
2025-11-17,508.45,512.12,504.91,507.49,506.5419,19092750
2025-11-18,495.365,502.98,486.78,493.79,492.8675,33815113
2025-11-19,490.1,495.1872,482.83,487.12,486.21,23245311
2025-11-20,492.71,493.57,475.5,478.43,478.43,26802539
2025-11-21,478.5,478.92,468.27,472.12,472.12,31769250
2025-11-24,475.0,476.9,468.02,474.0,474.0,34421047
2025-11-25,474.07,479.15,464.89,476.99,476.99,28019789
2025-11-26,486.31,488.31,481.2,485.5,485.5,25709080
2025-11-28,487.595,492.63,486.65,492.01,492.01,14382900
2025-12-01,488.435,489.86,484.647,486.74,486.74,22647500
2025-12-02,486.715,493.4999,486.32,490.0,490.0,19562721
2025-12-03,476.32,484.24,475.2,477.73,477.73,34615102
2025-12-04,479.76,481.322,476.49,480.84,480.84,22318160
2025-12-05,482.515,483.4,478.8801,483.16,483.16,22608711
2025-12-08,484.885,492.3,484.38,491.02,491.02,21965900
2025-12-09,489.1,492.12,488.5001,492.02,492.02,14696080
2025-12-10,484.03,484.25,475.08,478.56,478.56,35756230
2025-12-11,476.63,486.03,475.86,483.47,483.47,24669180
2025-12-12,479.82,482.45,476.34,478.53,478.53,21248100
2025-12-15,480.1,480.7205,472.52,474.82,474.82,23727689
2025-12-16,471.905,477.89,470.88,476.39,476.39,20705560
