Date,Open,High,Low,Close,Adj Close,Volume
2025-03-31,153.11,155.54,150.662,154.64,154.2141,54603461
2025-04-01,153.62,158.1,153.62,157.07,156.6374,30672900
2025-04-02,155.15,158.4052,154.7,157.04,156.6075,25041730
2025-04-03,151.11,152.7799,150.39,150.72,150.3049,46883367
2025-04-04,148.01,151.07,145.38,145.6,145.199,62259539
2025-04-07,141.55,152.85,140.53,146.75,146.3459,76794141
2025-04-08,151.22,152.24,143.03,144.7,144.3015,52200207
2025-04-09,144.415,159.55,143.905,158.71,158.2729,70406234
2025-04-10,156.54,157.72,149.93,152.82,152.3991,48021969
2025-04-11,152.9,157.67,152.82,157.14,156.7072,33636238
2025-04-14,159.995,161.72,157.56,159.07,158.6319,30332961
2025-04-15,159.125,159.65,155.21,156.31,155.8795,27551529
2025-04-16,153.1,155.89,151.51,153.33,152.9077,28187420
2025-04-17,154.29,154.68,148.5,151.16,150.7437,33046578
2025-04-21,148.88,148.945,146.1,147.67,147.2633,26049119
2025-04-22,148.89,152.19,148.54,151.47,151.0529,26971770
2025-04-23,155.61,157.525,153.81,155.35,154.9222,31128830
2025-04-24,156.15,159.59,155.79,159.28,158.8414,45893953
2025-04-25,165.07,166.1,161.04,161.96,161.514,56034000
2025-04-28,162.425,163.15,158.6,160.61,160.1677,29745779
2025-04-29,160.325,160.74,157.52,160.16,159.7189,26808961
2025-04-30,157.975,159.27,155.4,158.8,158.3627,34981059
2025-05-01,160.45,161.95,158.91,161.3,160.8558,30203250
2025-05-02,163.405,164.97,161.87,164.03,163.5783,25715010
2025-05-05,163.0,165.39,162.72,164.21,163.7578,21341811
2025-05-06,162.17,164.8,161.19,163.23,162.7805,21277211
2025-05-07,164.08,165.0,147.84,151.38,150.9631,127747602
2025-05-08,155.0,155.93,152.9,154.28,153.8551,57498688
2025-05-09,154.17,155.05,152.2,152.75,152.3293,32435279
2025-05-12,157.485,159.1,156.25,158.46,158.0236,44138820
2025-05-13,158.79,160.57,156.16,159.53,159.0907,42382129
2025-05-14,159.96,167.0,159.61,165.37,164.9146,48755871
2025-05-15,165.84,166.205,162.3732,163.96,163.5085,33146672
2025-05-16,167.725,169.35,165.62,166.19,165.7323,42846930
2025-05-19,164.51,166.64,164.22,166.54,166.0814,30426100
2025-05-20,166.43,168.5,162.9,163.98,163.5284,46607660
2025-05-21,163.69,173.14,163.56,168.56,168.0958,73415961
2025-05-22,171.85,176.77,170.71,170.87,170.3994,74864414
2025-05-23,169.055,169.96,167.89,168.47,168.006,35211441
2025-05-27,170.16,173.17,170.0,172.9,172.4238,37995672
2025-05-28,173.16,175.265,171.9107,172.36,171.8853,34784000
2025-05-29,174.0,174.4193,170.63,171.86,171.3867,29373801
2025-05-30,171.35,172.205,167.44,171.74,171.267,52639910
2025-06-02,167.84,169.87,167.39,169.03,168.5645,38612273
2025-06-03,167.49,168.475,165.28,166.18,165.7224,45084898
2025-06-04,166.735,168.215,166.36,168.05,167.5872,26900840
2025-06-05,170.34,170.93,167.59,168.21,167.7468,36444559
2025-06-06,170.83,174.5,170.83,173.68,173.2017,35731832
2025-06-09,174.54,176.47,174.37,176.09,175.8176,28935910
2025-06-10,176.2,181.105,174.91,178.6,178.3238,61766121
2025-06-11,179.77,180.37,176.75,177.35,177.0757,31646760
2025-06-12,176.18,176.72,174.745,175.7,175.4282,20941869
2025-06-13,172.44,177.13,172.385,174.67,174.3998,27663109
2025-06-16,174.73,176.94,174.65,176.77,176.4966,27389211
2025-06-17,175.7,177.3648,174.58,175.95,175.6779,24973039
2025-06-18,176.01,176.56,173.2,173.32,173.0519,28707520
2025-06-20,173.945,174.34,165.46,166.64,166.3823,75659922
2025-06-23,166.27,167.34,162.0,165.19,164.9345,57670992
2025-06-24,166.92,168.22,166.13,166.77,166.5121,40524312
2025-06-25,167.63,172.36,167.55,170.68,170.416,35478992
2025-06-26,172.43,173.69,169.94,173.54,173.2716,31796689
2025-06-27,173.54,178.68,171.73,178.53,178.2539,108140203
2025-06-30,180.78,181.23,174.58,176.23,175.9574,63378859
2025-07-01,175.735,176.09,173.53,175.84,175.568,35904527
2025-07-02,175.54,178.86,175.07,178.64,178.3637,29128949
2025-07-03,178.5,179.67,177.05,179.53,179.2523,21689730
2025-07-07,179.06,179.297,175.68,176.79,176.5166,34175648
2025-07-08,177.85,177.95,172.81,174.36,174.0903,40442539
2025-07-09,175.25,179.44,172.77,176.62,176.3468,43025594
2025-07-10,175.63,178.429,174.38,177.62,177.3453,29252391
2025-07-11,176.785,181.43,176.48,180.19,179.9113,34282922
2025-07-14,181.01,183.67,179.68,181.56,181.2792,32536631
2025-07-15,182.81,184.22,181.6,182.0,181.7185,33448250
2025-07-16,183.235,184.327,182.03,182.97,182.687,33104191
2025-07-17,182.14,184.06,180.48,183.58,183.2961,31992570
2025-07-18,185.4,186.42,183.71,185.06,184.7738,34014512
2025-07-21,186.25,190.285,186.15,190.1,189.806,45803129
2025-07-22,191.495,191.645,187.46,191.34,191.0441,44660219
2025-07-23,191.5,192.53,189.18,190.23,189.9358,58681953
2025-07-24,197.03,197.95,191.0,192.17,191.8728,74881688
2025-07-25,191.98,194.33,191.26,193.18,192.8812,39785859
2025-07-28,193.65,194.05,190.84,192.58,192.2821,38139500
2025-07-29,192.43,195.92,192.08,195.75,195.4472,41389152
2025-07-30,195.6,197.5999,194.685,196.53,196.226,32445410
2025-07-31,195.71,195.99,191.09,191.9,191.6032,51329160
2025-08-01,189.025,190.83,187.82,189.13,188.8375,34832180
2025-08-04,190.29,195.27,190.12,195.04,194.7383,31547350
2025-08-05,194.71,197.8599,193.885,194.67,194.3689,31602340
2025-08-06,194.5,196.63,193.67,196.09,195.7867,21562910
2025-08-07,197.06,197.54,194.33,196.52,196.216,26321811
2025-08-08,197.22,202.61,197.17,201.42,201.1085,39161832
2025-08-11,200.935,201.475,199.07,201.0,200.6891,25832439
2025-08-12,201.365,204.5,200.59,203.34,203.0255,30424449
2025-08-13,204.13,204.53,197.5101,201.96,201.6476,28342920
2025-08-14,201.5,204.44,201.225,202.94,202.6261,25230430
2025-08-15,203.85,206.44,201.28,203.9,203.5846,34931422
2025-08-18,204.2,205.265,202.49,203.5,203.1852,18526590
2025-08-19,203.03,203.44,199.96,201.57,201.2582,24240230
2025-08-20,200.73,201.28,196.595,199.32,199.0117,28955500
2025-08-21,199.745,202.48,199.43,199.75,199.441,19774631
2025-08-22,202.73,208.54,201.3,206.09,205.7712,42827039
2025-08-25,206.43,210.52,205.28,208.49,208.1675,29928881
2025-08-26,207.51,207.85,205.7,207.14,206.8196,28464131
2025-08-27,205.7,208.91,205.65,207.48,207.1591,23022850
2025-08-28,207.25,212.22,206.9,211.64,211.3127,32339311
2025-08-29,210.51,214.645,210.2,212.91,212.5807,39728359
2025-09-02,208.44,211.675,206.195,211.35,211.0231,47523039
2025-09-03,226.21,231.31,224.79,230.66,230.3032,103336094
2025-09-04,229.65,232.37,226.11,232.3,231.9407,51684168
2025-09-05,232.2,235.76,231.9,235.0,234.6365,46588930
2025-09-08,235.47,238.13,233.67,234.04,233.887,32474740
2025-09-09,234.165,240.47,233.229,239.63,239.4734,38060961
2025-09-10,238.9,241.66,237.85,239.17,239.0137,35141070
2025-09-11,239.88,242.25,236.25,240.37,240.2129,30599330
2025-09-12,240.37,242.075,238.0,240.8,240.6426,26771609
2025-09-15,244.66,252.4099,244.66,251.61,251.4455,58383801
2025-09-16,252.08,253.04,249.47,251.16,250.9958,34109719
2025-09-17,251.22,251.6,246.28,249.53,249.3669,34107992
2025-09-18,251.68,253.99,249.8,252.03,251.8653,31239471
2025-09-19,253.25,256.0,251.81,254.72,254.5535,55571422
2025-09-22,254.43,255.78,250.3,252.53,252.3649,32290539
2025-09-23,253.04,254.36,250.48,251.66,251.4955,26628020
2025-09-24,251.66,252.3501,246.44,247.14,246.9785,28201000
2025-09-25,244.4,246.49,240.74,245.79,245.6293,31020381
2025-09-26,247.065,249.42,245.97,246.54,246.3788,18503189
2025-09-29,247.85,251.1486,242.77,244.05,243.8905,32505779
2025-09-30,242.81,243.29,239.245,243.1,242.9411,34724352
2025-10-01,240.75,246.3,238.61,244.9,244.7399,31658230
2025-10-02,245.15,246.81,242.3,245.69,245.5294,25483301
2025-10-03,244.49,246.3,241.655,245.35,245.1896,30249561
2025-10-06,244.78,251.32,244.58,250.43,250.2663,28894650
2025-10-07,248.27,250.44,245.52,245.76,245.5994,23181289
2025-10-08,244.96,246.005,243.82,244.62,244.4601,21307100
2025-10-09,244.47,244.76,239.15,241.53,241.3721,27892090
2025-10-10,241.43,244.09,235.84,236.57,236.4154,33180320
2025-10-13,240.21,244.5,239.71,244.15,243.9904,24995029
2025-10-14,241.23,247.12,240.51,245.45,245.2896,22111570
2025-10-15,247.245,252.11,245.99,251.03,250.8659,27007689
2025-10-16,251.765,256.96,250.101,251.46,251.2956,27997160
2025-10-17,250.76,254.22,247.81,253.3,253.1344,29671631
2025-10-20,254.69,257.33,254.23,256.55,256.3823,22350160
2025-10-21,254.74,254.88,244.15,250.46,250.2963,47312102
2025-10-22,254.37,256.36,249.29,251.69,251.5255,35029367
2025-10-23,252.98,255.04,251.85,253.08,252.9146,19901430
2025-10-24,256.58,261.68,255.315,259.92,259.7501,28655131
2025-10-27,264.815,270.14,264.28,269.27,269.094,35235230
2025-10-28,269.69,270.73,266.5,267.47,267.2952,29738561
2025-10-29,267.75,275.336,267.67,274.57,274.3905,43580281
2025-10-30,291.59,291.59,280.06,281.48,281.296,74875992
2025-10-31,283.21,286.0,277.03,281.19,281.0062,39267953
2025-11-03,282.175,285.53,279.8,283.72,283.5345,29786000
2025-11-04,276.75,281.27,276.26,277.54,277.3586,30078369
2025-11-05,278.87,286.415,277.34,284.31,284.1242,31010301
2025-11-06,285.33,288.35,281.14,284.75,284.5639,37173648
2025-11-07,283.205,283.78,275.19,278.83,278.6477,34479594
2025-11-10,284.42,290.8,282.855,290.1,289.9104,29557311
2025-11-11,287.745,291.915,287.32,291.31,291.1196,19842141
2025-11-12,291.675,292.005,283.69,286.71,286.5226,24829920
2025-11-13,282.34,282.84,277.24,278.57,278.3879,29494039
2025-11-14,271.405,278.56,270.7,276.41,276.2293,31647230
2025-11-17,285.775,293.95,283.57,285.02,284.8337,52670191
2025-11-18,287.915,288.8,278.2,284.28,284.0942,49158738
2025-11-19,287.16,303.81,286.63,292.81,292.6186,68198945
2025-11-20,304.54,306.42,288.67,289.45,289.2608,62025219
2025-11-21,296.415,303.92,293.845,299.66,299.4641,74137695
2025-11-24,311.13,319.48,309.595,318.58,318.3718,85165117
2025-11-25,326.21,328.83,317.65,323.44,323.2286,88632070
2025-11-26,320.68,324.5,316.79,319.95,319.7409,51373359
2025-11-28,323.365,326.85,316.79,320.18,319.9707,26003000
2025-12-01,317.7,319.85,313.89,314.89,314.6842,39133400
2025-12-02,316.74,318.38,313.91,315.81,315.6036,35854738
2025-12-03,315.89,321.58,314.1,319.63,319.4211,41838320
2025-12-04,322.225,322.36,314.7,317.62,317.4124,31240920
2025-12-05,319.49,323.16,319.165,321.27,321.06,28851711
2025-12-08,320.05,320.44,311.2219,313.72,313.72,33909434
2025-12-09,312.37,317.99,311.895,317.08,317.08,30194029
2025-12-10,315.83,321.31,314.68,320.21,320.21,33428922
2025-12-11,320.08,321.12,308.6,312.43,312.43,42353699
2025-12-12,313.7,314.87,305.56,309.29,309.29,35940168
2025-12-15,311.315,311.42,304.88,308.22,308.22,29151891
2025-12-16,304.945,310.77,302.59,306.57,306.57,30585020
